STATEMENT_ID,STATEMENT_DATE,OPERATION_LABEL,ADDITIONAL_LABEL,DEBIT,CREDIT,COMMENTS,RELATED_INVOICE_ID,CREATED_AT,SOURCE_FILENAME,FILE_BLOB,MIME_TYPE,RELATED_EXPENSE_ID,VALUE_DATE,MATCH_TYPE,GROUPED_INVOICE_IDS,ACTUAL_INVOICE_ID
46,2025-02-23,VIREMENT RECU,REF: FAC-2024-70814 - Hébergement cloud,,37460.74,Paiement facture FAC-2024-70814,114.0,2025-07-28 15:45:43.025891,releve_202502.csv,,text/csv,,2025-02-23,MATCHED,,
47,2024-09-26,VIREMENT RECU,REF: FAC-2024-95430 - Hébergement cloud,,20858.8,Paiement facture FAC-2024-95430,117.0,2025-07-28 15:45:43.025891,releve_202409.csv,,text/csv,,2024-09-26,MATCHED,,
48,2024-04-04,VIREMENT RECU,REF: FAC-2024-19242 - Hébergement cloud,,14293.32,Paiement facture FAC-2024-19242,122.0,2025-07-28 15:45:43.025891,releve_202404.csv,,text/csv,,2024-04-04,MATCHED,,
49,2023-11-01,VIREMENT RECU,REF: FAC-2023-19690 - Hébergement cloud,,3878.09,Paiement facture FAC-2023-19690,124.0,2025-07-28 15:45:43.025891,releve_202311.csv,,text/csv,,2023-11-01,MATCHED,,
50,2024-11-24,VIREMENT RECU,REF: FAC-2024-25507 - Hébergement cloud,,212.36,Paiement facture FAC-2024-25507,127.0,2025-07-28 15:45:43.025891,releve_202411.csv,,text/csv,,2024-11-24,MATCHED,,
51,2024-09-19,VIREMENT RECU,REF: FAC-2024-08552 - Développement logiciel,,3940.68,Paiement facture FAC-2024-08552,129.0,2025-07-28 15:45:43.025891,releve_202409.csv,,text/csv,,2024-09-19,MATCHED,,
52,2024-05-31,VIREMENT RECU,REF: FAC-2024-69998 - Formation technique,,9870.92,Paiement facture FAC-2024-69998,131.0,2025-07-28 15:45:43.025891,releve_202405.csv,,text/csv,,2024-05-31,MATCHED,,
53,2024-01-18,VIREMENT RECU,REF: FAC-2023-91988 - Licence logicielle,,2461.2,Paiement facture FAC-2023-91988,133.0,2025-07-28 15:45:43.025891,releve_202401.csv,,text/csv,,2024-01-18,MATCHED,,
54,2024-04-20,VIREMENT RECU,REF: FAC-2024-48786 - Consulting IT,,6464.44,Paiement facture FAC-2024-48786,136.0,2025-07-28 15:45:43.025891,releve_202404.csv,,text/csv,,2024-04-20,MATCHED,,
55,2025-02-06,VIREMENT RECU,REF: FAC-2024-51618 - Consulting IT,,9448.45,Paiement facture FAC-2024-51618,138.0,2025-07-28 15:45:43.025891,releve_202502.csv,,text/csv,,2025-02-06,MATCHED,,
56,2024-08-07,VIREMENT RECU,REF: FAC-2024-14808 - Maintenance SaaS,,13548.82,Paiement facture FAC-2024-14808,140.0,2025-07-28 15:45:43.025891,releve_202408.csv,,text/csv,,2024-08-07,MATCHED,,
57,2024-06-28,VIREMENT RECU,REF: FAC-2024-33426 - Formation technique,,994.49,Paiement facture FAC-2024-33426,144.0,2025-07-28 15:45:43.025891,releve_202406.csv,,text/csv,,2024-06-28,MATCHED,,
58,2025-04-19,VIREMENT RECU,REF: FAC-2025-99995 - Hébergement cloud,,46436.4,Paiement facture FAC-2025-99995,147.0,2025-07-28 15:45:43.025891,releve_202504.csv,,text/csv,,2025-04-19,MATCHED,,
59,2024-05-25,VIREMENT RECU,REF: FAC-2024-30532 - Hébergement cloud,,348.85,Paiement facture FAC-2024-30532,148.0,2025-07-28 15:45:43.025891,releve_202405.csv,,text/csv,,2024-05-25,MATCHED,,
60,2024-12-30,VIREMENT RECU,REF: FAC-2024-84313 - Maintenance SaaS,,25838.54,Paiement facture FAC-2024-84313,149.0,2025-07-28 15:45:43.025891,releve_202412.csv,,text/csv,,2024-12-30,MATCHED,,
61,2024-02-27,VIREMENT RECU,REF: FAC-2024-62374 - Licence logicielle,,25246.57,Paiement facture FAC-2024-62374,152.0,2025-07-28 15:45:43.025891,releve_202402.csv,,text/csv,,2024-02-27,MATCHED,,
62,2024-01-08,VIREMENT RECU,REF: FAC-2023-83038 - Consulting IT,,12721.92,Paiement facture FAC-2023-83038,153.0,2025-07-28 15:45:43.025891,releve_202401.csv,,text/csv,,2024-01-08,MATCHED,,
63,2025-01-30,VIREMENT RECU,REF: FAC-2024-61878 - Hébergement cloud,,2984.44,Paiement facture FAC-2024-61878,154.0,2025-07-28 15:45:43.025891,releve_202501.csv,,text/csv,,2025-01-30,MATCHED,,
64,2023-10-31,VIREMENT RECU,REF: FAC-2023-27948 - Hébergement cloud,,7954.02,Paiement facture FAC-2023-27948,160.0,2025-07-28 15:45:43.025891,releve_202310.csv,,text/csv,,2023-10-31,MATCHED,,
65,2025-01-30,VIREMENT RECU,REF: FAC-2024-21750 - Consulting IT,,17265.89,Paiement facture FAC-2024-21750,162.0,2025-07-28 15:45:43.025891,releve_202501.csv,,text/csv,,2025-01-30,MATCHED,,
66,2023-11-06,VIREMENT RECU,REF: FAC-2023-42874 - Licence logicielle,,38741.2,Paiement facture FAC-2023-42874,164.0,2025-07-28 15:45:43.025891,releve_202311.csv,,text/csv,,2023-11-06,MATCHED,,
67,2024-08-17,VIREMENT RECU,REF: FAC-2024-38934 - Maintenance SaaS,,17777.76,Paiement facture FAC-2024-38934,165.0,2025-07-28 15:45:43.025891,releve_202408.csv,,text/csv,,2024-08-17,MATCHED,,
68,2025-07-29,VIREMENT RECU,REF: FAC-2025-03086 - Formation technique,,15685.26,Paiement facture FAC-2025-03086,172.0,2025-07-28 15:45:43.025891,releve_202507.csv,,text/csv,,2025-07-29,MATCHED,,
69,2024-08-11,VIREMENT RECU,REF: FAC-2024-88007 - Licence logicielle,,5105.64,Paiement facture FAC-2024-88007,173.0,2025-07-28 15:45:43.025891,releve_202408.csv,,text/csv,,2024-08-11,MATCHED,,
70,2023-12-24,VIREMENT RECU,REF: FAC-2023-02806 - Licence logicielle,,7068.04,Paiement facture FAC-2023-02806,177.0,2025-07-28 15:45:43.025891,releve_202312.csv,,text/csv,,2023-12-24,MATCHED,,
71,2025-03-13,VIREMENT RECU,REF: FAC-2025-48746 - Formation technique,,21476.8,Paiement facture FAC-2025-48746,180.0,2025-07-28 15:45:43.025891,releve_202503.csv,,text/csv,,2025-03-13,MATCHED,,
72,2025-03-12,VIREMENT RECU,REF: FAC-2024-60069 - Licence logicielle,,12452.11,Paiement facture FAC-2024-60069,181.0,2025-07-28 15:45:43.025891,releve_202503.csv,,text/csv,,2025-03-12,MATCHED,,
73,2024-02-25,VIREMENT RECU,REF: FAC-2024-42319 - Consulting IT,,12508.47,Paiement facture FAC-2024-42319,187.0,2025-07-28 15:45:43.025891,releve_202402.csv,,text/csv,,2024-02-25,MATCHED,,
74,2024-12-27,VIREMENT RECU,REF: FAC-2024-66589 - Formation technique,,245.98,Paiement facture FAC-2024-66589,190.0,2025-07-28 15:45:43.025891,releve_202412.csv,,text/csv,,2024-12-27,MATCHED,,
75,2024-09-14,VIREMENT RECU,REF: FAC-2024-38630 - Hébergement cloud,,12093.12,Paiement facture FAC-2024-38630,191.0,2025-07-28 15:45:43.025891,releve_202409.csv,,text/csv,,2024-09-14,MATCHED,,
76,2025-06-12,VIREMENT RECU,REF: FAC-2025-43720 - Maintenance SaaS,,15318.3,Paiement facture FAC-2025-43720,192.0,2025-07-28 15:45:43.025891,releve_202506.csv,,text/csv,,2025-06-12,MATCHED,,
77,2025-05-20,VIREMENT RECU,REF: FAC-2025-98213 - Développement logiciel,,30090.85,Paiement facture FAC-2025-98213,193.0,2025-07-28 15:45:43.025891,releve_202505.csv,,text/csv,,2025-05-20,MATCHED,,
78,2025-06-28,VIREMENT RECU,REF: FAC-2025-68496 - Hébergement cloud,,881.04,Paiement facture FAC-2025-68496,198.0,2025-07-28 15:45:43.025891,releve_202506.csv,,text/csv,,2025-06-28,MATCHED,,
79,2025-10-15,VIREMENT RECU,REF: FAC-2025-68738 - Hébergement cloud,,5420.66,Paiement facture FAC-2025-68738,201.0,2025-07-28 15:45:43.025891,releve_202510.csv,,text/csv,,2025-10-15,MATCHED,,
80,2025-07-14,VIREMENT RECU,REF: FAC-2025-38316 - Formation technique,,24322.37,Paiement facture FAC-2025-38316,206.0,2025-07-28 15:45:43.025891,releve_202507.csv,,text/csv,,2025-07-14,MATCHED,,
81,2024-03-26,VIREMENT RECU,REF: FAC-2024-76739 - Licence logicielle,,5916.51,Paiement facture FAC-2024-76739,210.0,2025-07-28 15:45:43.025891,releve_202403.csv,,text/csv,,2024-03-26,MATCHED,,
82,2023-11-08,VIREMENT RECU,REF: FAC-2023-89475 - Licence logicielle,,8894.88,Paiement facture FAC-2023-89475,212.0,2025-07-28 15:45:43.025891,releve_202311.csv,,text/csv,,2023-11-08,MATCHED,,
83,2024-05-21,VIREMENT RECU,REF: FAC-2024-94702 - Licence logicielle,,8823.69,Paiement facture FAC-2024-94702,213.0,2025-07-28 15:45:43.025891,releve_202405.csv,,text/csv,,2024-05-21,MATCHED,,
84,2024-05-31,VIREMENT RECU,REF: FAC-2024-74730 - Maintenance SaaS,,10645.06,Paiement facture FAC-2024-74730,215.0,2025-07-28 15:45:43.025891,releve_202405.csv,,text/csv,,2024-05-31,MATCHED,,
85,2024-05-08,VIREMENT RECU,REF: FAC-2024-46436 - Maintenance SaaS,,5666.94,Paiement facture FAC-2024-46436,217.0,2025-07-28 15:45:43.025891,releve_202405.csv,,text/csv,,2024-05-08,MATCHED,,
86,2024-12-16,VIREMENT RECU,REF: FAC-2024-43913 - Développement logiciel,,26587.97,Paiement facture FAC-2024-43913,219.0,2025-07-28 15:45:43.025891,releve_202412.csv,,text/csv,,2024-12-16,MATCHED,,
87,2025-05-12,VIREMENT RECU,REF: FAC-2025-40723 - Consulting IT,,3577.91,Paiement facture FAC-2025-40723,220.0,2025-07-28 15:45:43.025891,releve_202505.csv,,text/csv,,2025-05-12,MATCHED,,
88,2025-04-20,VIREMENT RECU,REF: FAC-2025-62728 - Consulting IT,,18541.82,Paiement facture FAC-2025-62728,222.0,2025-07-28 15:45:43.025891,releve_202504.csv,,text/csv,,2025-04-20,MATCHED,,
89,2024-09-23,VIREMENT RECU,REF: FAC-2024-23452 - Hébergement cloud,,934.46,Paiement facture FAC-2024-23452,225.0,2025-07-28 15:45:43.025891,releve_202409.csv,,text/csv,,2024-09-23,MATCHED,,
90,2025-03-10,VIREMENT RECU,REF: FAC-2024-40744 - Maintenance SaaS,,27837.18,Paiement facture FAC-2024-40744,226.0,2025-07-28 15:45:43.025891,releve_202503.csv,,text/csv,,2025-03-10,MATCHED,,
91,2023-09-21,VIREMENT RECU,REF: FAC-2023-86809 - Hébergement cloud,,25004.54,Paiement facture FAC-2023-86809,227.0,2025-07-28 15:45:43.025891,releve_202309.csv,,text/csv,,2023-09-21,MATCHED,,
92,2024-06-24,VIREMENT RECU,REF: FAC-2024-24639 - Formation technique,,12487.1,Paiement facture FAC-2024-24639,231.0,2025-07-28 15:45:43.025891,releve_202406.csv,,text/csv,,2024-06-24,MATCHED,,
93,2024-08-29,VIREMENT RECU,REF: FAC-2024-21143 - Formation technique,,2066.11,Paiement facture FAC-2024-21143,232.0,2025-07-28 15:45:43.025891,releve_202408.csv,,text/csv,,2024-08-29,MATCHED,,
94,2025-03-06,VIREMENT RECU,REF: FAC-2025-16762 - Licence logicielle,,29863.89,Paiement facture FAC-2025-16762,233.0,2025-07-28 15:45:43.025891,releve_202503.csv,,text/csv,,2025-03-06,MATCHED,,
95,2024-11-23,VIREMENT RECU,REF: FAC-2024-68609 - Maintenance SaaS,,2521.42,Paiement facture FAC-2024-68609,237.0,2025-07-28 15:45:43.025891,releve_202411.csv,,text/csv,,2024-11-23,MATCHED,,
96,2025-08-06,VIREMENT RECU,REF: FAC-2025-02219 - Développement logiciel,,15570.82,Paiement facture FAC-2025-02219,238.0,2025-07-28 15:45:43.025891,releve_202508.csv,,text/csv,,2025-08-06,MATCHED,,
97,2025-02-11,VIREMENT RECU,REF: FAC-2024-59975 - Maintenance SaaS,,3214.35,Paiement facture FAC-2024-59975,241.0,2025-07-28 15:45:43.025891,releve_202502.csv,,text/csv,,2025-02-11,MATCHED,,
98,2024-07-10,VIREMENT RECU,REF: FAC-2024-49140 - Hébergement cloud,,12351.22,Paiement facture FAC-2024-49140,242.0,2025-07-28 15:45:43.025891,releve_202407.csv,,text/csv,,2024-07-10,MATCHED,,
99,2025-07-30,VIREMENT RECU,REF: FAC-2025-87855 - Hébergement cloud,,3839.98,Paiement facture FAC-2025-87855,246.0,2025-07-28 15:45:43.025891,releve_202507.csv,,text/csv,,2025-07-30,MATCHED,,
100,2024-10-11,VIREMENT RECU,REF: FAC-2024-54595 - Formation technique,,2976.09,Paiement facture FAC-2024-54595,255.0,2025-07-28 15:45:43.025891,releve_202410.csv,,text/csv,,2024-10-11,MATCHED,,
101,2024-03-20,VIREMENT RECU,REF: FAC-2024-58428 - Consulting IT,,20852.5,Paiement facture FAC-2024-58428,263.0,2025-07-28 15:45:43.025891,releve_202403.csv,,text/csv,,2024-03-20,MATCHED,,
102,2025-05-26,VIREMENT RECU,REF: FAC-2025-21844 - Licence logicielle,,4401.84,Paiement facture FAC-2025-21844,267.0,2025-07-28 15:45:43.025891,releve_202505.csv,,text/csv,,2025-05-26,MATCHED,,
103,2024-12-30,VIREMENT RECU,REF: FAC-2024-23136 - Consulting IT,,1795.09,Paiement facture FAC-2024-23136,268.0,2025-07-28 15:45:43.025891,releve_202412.csv,,text/csv,,2024-12-30,MATCHED,,
104,2025-07-27,VIREMENT RECU,REF: FAC-2025-03472 - Consulting IT,,9253.1,Paiement facture FAC-2025-03472,271.0,2025-07-28 15:45:43.025891,releve_202507.csv,,text/csv,,2025-07-27,MATCHED,,
105,2024-08-04,VIREMENT RECU,REF: FAC-2024-02580 - Hébergement cloud,,5002.2,Paiement facture FAC-2024-02580,272.0,2025-07-28 15:45:43.025891,releve_202408.csv,,text/csv,,2024-08-04,MATCHED,,
106,2025-05-13,VIREMENT RECU,REF: FAC-2025-63011 - Développement logiciel,,509.15,Paiement facture FAC-2025-63011,274.0,2025-07-28 15:45:43.025891,releve_202505.csv,,text/csv,,2025-05-13,MATCHED,,
107,2024-11-06,VIREMENT RECU,REF: FAC-2024-01061 - Formation technique,,21944.96,Paiement facture FAC-2024-01061,275.0,2025-07-28 15:45:43.025891,releve_202411.csv,,text/csv,,2024-11-06,MATCHED,,
108,2024-12-17,VIREMENT RECU,REF: FAC-2024-91476 - Maintenance SaaS,,7476.89,Paiement facture FAC-2024-91476,284.0,2025-07-28 15:45:43.025891,releve_202412.csv,,text/csv,,2024-12-17,MATCHED,,
109,2025-03-21,VIREMENT RECU,REF: FAC-2025-81042 - Développement logiciel,,5212.51,Paiement facture FAC-2025-81042,288.0,2025-07-28 15:45:43.025891,releve_202503.csv,,text/csv,,2025-03-21,MATCHED,,
110,2024-12-20,VIREMENT RECU,REF: FAC-2024-05043 - Formation technique,,9762.96,Paiement facture FAC-2024-05043,289.0,2025-07-28 15:45:43.025891,releve_202412.csv,,text/csv,,2024-12-20,MATCHED,,
111,2024-09-28,VIREMENT RECU,REF: FAC-2024-89562 - Consulting IT,,1888.49,Paiement facture FAC-2024-89562,291.0,2025-07-28 15:45:43.025891,releve_202409.csv,,text/csv,,2024-09-28,MATCHED,,
112,2024-04-12,VIREMENT RECU,REF: FAC-2024-55241 - Maintenance SaaS,,27482.58,Paiement facture FAC-2024-55241,292.0,2025-07-28 15:45:43.025891,releve_202404.csv,,text/csv,,2024-04-12,MATCHED,,
113,2023-11-22,VIREMENT RECU,REF: FAC-2023-49244 - Formation technique,,4232.29,Paiement facture FAC-2023-49244,296.0,2025-07-28 15:45:43.025891,releve_202311.csv,,text/csv,,2023-11-22,MATCHED,,
114,2025-01-11,VIREMENT RECU,REF: FAC-2024-05729 - Consulting IT,,5973.4,Paiement facture FAC-2024-05729,298.0,2025-07-28 15:45:43.025891,releve_202501.csv,,text/csv,,2025-01-11,MATCHED,,
115,2025-03-17,VIREMENT RECU,REF: FAC-2025-75855 - Maintenance SaaS,,11660.16,Paiement facture FAC-2025-75855,299.0,2025-07-28 15:45:43.025891,releve_202503.csv,,text/csv,,2025-03-17,MATCHED,,
116,2024-12-02,VIREMENT RECU,REF: FAC-2024-74215 - Licence logicielle,,17205.4,Paiement facture FAC-2024-74215,301.0,2025-07-28 15:45:43.025891,releve_202412.csv,,text/csv,,2024-12-02,MATCHED,,
117,2025-08-13,VIREMENT RECU,REF: FAC-2025-80661 - Formation technique,,2824.2,Paiement facture FAC-2025-80661,302.0,2025-07-28 15:45:43.025891,releve_202508.csv,,text/csv,,2025-08-13,MATCHED,,
118,2025-08-12,VIREMENT RECU,REF: FAC-2025-30181 - Développement logiciel,,3540.58,Paiement facture FAC-2025-30181,304.0,2025-07-28 15:45:43.025891,releve_202508.csv,,text/csv,,2025-08-12,MATCHED,,
119,2024-02-29,VIREMENT RECU,REF: FAC-2023-62381 - Hébergement cloud,,21999.6,Paiement facture FAC-2023-62381,308.0,2025-07-28 15:45:43.025891,releve_202402.csv,,text/csv,,2024-02-29,MATCHED,,
